Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,gender,country,education,age,religion,orientation,married,familysize
2,2,2,1,2,2,1,2,2,3,2,3,1,2,2,MY,3,20,10,1,1,3
2,1,3,2,3,2,2,3,2,2,2,3,2,3,2,MY,4,23,4,4,1,3
2,3,1,2,3,2,1,3,1,3,2,1,1,1,2,MY,3,26,10,1,1,7
4,4,4,4,3,4,4,4,2,4,4,3,4,3,2,MY,3,25,10,2,1,6
3,2,3,2,2,2,1,4,2,2,3,3,2,3,1,MY,4,24,10,1,1,5
1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,MY,4,24,10,1,1,7
1,1,3,1,2,1,1,2,1,1,1,2,1,2,1,MY,3,22,10,1,1,5
2,2,2,4,2,4,2,4,3,3,4,3,4,2,2,MY,3,23,10,1,2,7
1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,MY,2,18,10,1,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,18,1,2,1,1
1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,MY,4,42,10,1,2,9
1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,MY,2,21,10,1,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,16,2,1,1,5
2,3,2,3,4,2,1,2,3,2,2,2,2,3,2,US,2,17,6,1,1,2
1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,MY,4,28,10,1,1,4
4,4,2,4,4,2,2,3,3,3,4,3,2,4,2,MY,4,24,10,1,1,3
2,4,2,3,3,3,3,2,3,3,4,3,3,4,2,US,1,13,12,1,1,10
3,2,2,3,2,1,2,2,3,2,2,1,2,4,2,MY,3,21,4,3,1,3
3,3,3,4,4,3,3,3,3,3,3,4,3,3,2,MY,2,19,10,1,1,3
1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,MY,3,20,10,1,1,10
2,2,3,3,2,4,3,2,4,2,4,2,3,4,2,MY,4,26,10,1,1,6
2,2,3,4,2,3,2,3,3,3,4,3,4,3,2,MY,2,15,10,5,1,6
2,2,3,3,2,3,3,4,3,3,3,4,3,3,2,MY,4,25,10,2,1,6
4,4,3,4,2,4,3,4,4,3,4,4,4,4,2,MY,3,26,10,1,1,5
3,3,2,3,3,2,2,2,2,2,3,2,2,3,2,MY,3,21,10,1,1,4
2,1,1,3,4,3,1,4,2,4,1,1,4,3,2,MY,2,19,10,5,1,6
2,3,3,4,3,4,3,3,3,3,4,2,3,3,2,MY,2,16,10,2,1,1
1,1,2,2,1,3,2,2,2,2,2,1,1,2,2,MY,4,22,10,1,1,3
2,3,4,4,4,3,3,4,4,4,4,4,4,3,2,MY,1,17,10,1,1,5
2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,MY,3,24,10,5,1,2
2,2,1,3,1,2,1,1,2,2,2,2,2,2,1,MY,3,19,10,1,1,4
4,3,1,4,3,1,1,3,3,3,1,1,1,3,2,MY,3,24,10,1,1,6
1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,MY,4,24,10,1,1,2
1,2,1,1,2,1,2,1,2,2,3,2,1,2,2,MY,3,24,10,1,1,7
2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,MY,4,31,10,1,2,5
2,2,2,2,4,2,2,3,3,4,4,3,1,3,2,MY,3,22,10,1,1,5
4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,MY,2,17,10,1,1,1
4,2,4,4,3,3,1,3,4,4,2,1,2,2,2,US,2,14,2,1,1,4
4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,26,10,1,1,10
2,3,3,3,3,4,2,1,3,2,4,3,3,4,2,MY,4,23,10,1,1,7
3,4,4,3,3,4,4,2,4,2,4,4,4,3,2,MY,2,19,10,3,1,0
1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,MY,4,21,10,4,1,3
4,4,4,3,4,4,3,4,3,4,4,4,4,4,1,US,2,18,4,2,1,2
2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,MY,4,29,10,1,1,4
1,4,4,4,4,4,4,4,4,4,4,2,4,4,2,MY,2,19,10,2,1,4
2,4,4,4,2,4,4,2,4,2,4,4,4,2,2,MY,2,15,10,0,1,3
4,3,4,2,4,3,3,4,2,4,3,4,4,1,2,MY,2,23,10,1,1,5
2,1,3,3,2,3,1,2,3,2,2,1,1,2,2,MY,4,25,4,1,1,2
2,3,4,4,4,4,4,3,4,3,4,4,4,4,2,MY,3,23,10,1,1,1
2,3,2,2,4,2,2,2,4,3,4,2,2,3,2,MY,4,24,10,0,1,5
3,2,2,3,3,2,3,2,3,2,2,3,4,2,2,MY,2,19,10,0,1,4
1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,MY,3,22,10,1,1,3
2,2,2,3,2,2,2,2,3,2,2,3,2,2,1,MY,3,22,10,1,1,3
2,2,4,2,2,3,3,2,2,3,3,4,3,2,1,MY,3,25,10,5,1,3
1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,MY,2,19,10,1,1,3
1,1,1,1,1,2,1,2,2,1,4,1,1,1,2,MY,2,21,10,1,1,1
4,2,4,4,2,4,4,4,2,4,4,4,4,4,2,MY,3,20,10,1,1,6
1,3,1,2,1,2,1,1,3,1,1,1,2,2,2,MY,3,20,12,0,1,4
3,2,4,4,4,4,4,2,2,2,4,4,4,3,2,MY,3,25,10,4,1,3
4,4,4,4,3,4,4,4,3,3,4,4,4,4,2,PH,3,25,6,4,1,3
4,3,4,4,4,4,4,3,4,4,3,4,4,2,2,MY,3,23,10,2,1,2
4,4,3,4,4,4,4,4,3,4,4,4,3,4,2,MY,3,21,10,2,1,6
1,3,2,3,3,3,2,2,2,3,2,2,3,2,1,MY,3,20,10,1,1,4
2,4,2,2,4,3,3,3,2,2,3,2,2,2,2,MY,2,18,10,1,1,4
1,2,1,2,1,2,1,2,3,2,2,1,1,2,2,MY,3,22,4,1,1,6
2,2,3,4,3,4,4,3,4,3,4,3,4,3,2,MY,4,27,10,3,1,7
2,4,4,4,4,4,4,4,4,2,4,4,4,4,2,MY,1,19,10,3,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,18,10,1,1,5
4,4,2,4,4,2,4,4,4,4,4,4,4,4,2,MY,3,23,10,3,1,4
2,2,4,4,4,4,1,2,4,4,4,2,2,4,2,MY,2,19,10,5,1,5
2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,MY,2,19,10,1,1,3
2,2,3,4,2,3,2,4,3,3,4,3,2,3,1,MY,1,17,10,0,1,2
2,4,2,4,4,4,3,3,3,4,1,3,1,4,2,US,2,18,7,1,1,3
2,3,4,4,2,2,2,3,3,4,4,3,4,2,2,MY,3,22,10,1,1,4
2,4,3,3,2,3,2,3,3,3,4,3,2,3,2,MY,3,20,10,0,1,4
3,2,3,3,1,2,1,3,3,2,2,3,2,1,2,MY,3,21,10,0,1,1
2,3,2,4,2,4,4,2,3,2,4,3,3,2,2,MY,2,19,10,0,1,3
2,2,2,3,3,4,2,2,2,4,3,2,3,2,2,MY,4,26,10,1,1,3
4,3,4,3,2,1,2,3,2,4,2,2,2,4,2,US,1,16,7,1,1,3
1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,MY,2,18,10,0,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,MY,2,18,10,1,1,4
1,4,4,4,3,4,4,2,2,3,4,4,4,3,2,MY,1,17,10,1,1,4
2,3,1,2,2,2,1,2,2,2,1,1,2,3,2,MY,3,45,10,1,3,3
2,3,3,2,3,3,3,2,3,3,3,4,3,4,1,MY,3,20,10,1,1,5
2,4,1,4,3,3,3,3,4,3,3,4,3,4,2,MY,3,21,10,1,1,5
1,1,2,2,1,1,1,1,2,2,1,1,1,3,1,MY,3,20,10,1,1,5
4,2,3,4,4,4,4,4,4,3,4,4,4,3,2,MY,2,20,10,1,1,8
1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,MY,1,16,10,1,1,8
4,3,4,4,4,4,4,3,3,4,2,4,3,4,1,MY,3,29,10,1,1,4
2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,MY,2,18,10,1,1,5
4,2,4,4,4,4,3,1,2,4,4,4,4,4,2,MY,3,22,10,4,1,6
1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,MY,3,20,10,1,1,4
2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,MY,3,21,10,1,1,4
2,2,2,2,3,2,1,2,2,1,2,2,1,3,2,US,1,17,4,1,1,0
1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,US,2,17,7,1,1,2
4,2,4,3,4,3,4,3,2,4,4,2,3,3,2,MY,2,18,10,1,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,23,10,1,1,9
4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,MY,3,20,10,0,1,5
1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,MY,2,19,10,1,1,2
2,2,2,3,4,1,2,2,1,2,1,3,2,2,2,MY,3,24,10,3,1,5
2,2,2,3,2,3,3,2,3,2,2,2,3,2,2,MY,2,18,10,1,1,2
2,2,4,3,4,4,2,2,4,2,3,2,2,3,2,MY,3,20,10,2,1,7
1,2,1,3,2,3,4,2,3,2,3,1,3,1,1,MY,2,18,10,1,1,4
1,2,1,3,1,2,1,1,3,1,3,1,1,1,2,MY,4,23,10,1,1,4
2,3,3,3,4,4,4,2,4,3,4,4,3,2,2,MY,3,20,10,4,1,5
3,3,3,3,3,3,2,2,3,1,3,2,2,3,1,MY,3,22,10,1,1,4
2,2,1,4,2,3,3,3,4,3,3,2,2,2,2,MY,3,21,10,0,1,4
3,2,4,4,2,4,2,4,4,3,4,3,2,3,2,MY,3,19,10,1,1,2
1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,MY,2,20,10,4,1,4
1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,MY,1,14,10,1,1,0
1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,MY,3,54,10,0,2,4
3,4,3,4,3,3,2,3,3,3,4,3,3,4,2,MY,3,22,10,2,1,4
2,3,4,4,4,4,4,3,3,2,4,2,4,2,2,MY,2,26,10,0,1,3
4,3,3,4,4,3,2,4,4,4,3,4,3,4,2,MY,3,23,6,1,1,4
2,4,4,4,4,4,2,1,4,4,4,2,3,4,2,MY,2,19,10,1,1,3
2,4,3,3,2,4,3,3,4,2,4,4,3,4,2,MY,3,19,10,5,1,7
1,2,2,3,2,2,2,2,3,1,2,1,2,2,2,MY,3,20,10,1,1,5
2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,MY,2,19,10,4,1,6
4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,MY,3,19,10,2,1,2
4,4,3,4,4,4,4,4,3,4,4,4,4,4,2,MY,2,19,10,3,1,4
1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,MY,2,17,10,5,1,4
3,3,4,4,3,4,3,3,4,4,3,4,3,3,2,MY,3,19,10,4,1,6
2,2,2,3,2,4,2,2,4,2,4,1,1,4,2,MY,2,19,10,1,1,8
2,2,4,4,4,2,2,2,4,2,2,2,3,2,2,MY,3,19,10,4,1,4
1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,MY,3,23,10,1,1,4
2,4,3,4,4,4,3,3,4,4,4,3,3,4,2,US,1,14,5,5,1,5
4,2,3,3,3,4,3,2,3,2,3,3,2,3,2,MY,2,21,10,5,1,5
4,4,4,3,4,4,2,4,2,2,3,4,4,3,2,BN,1,15,12,0,1,4
1,3,2,2,2,2,2,3,2,1,2,2,2,2,2,MY,2,28,10,5,1,3
2,2,2,3,2,2,3,2,3,1,3,1,2,2,2,MY,3,26,4,1,1,4
2,3,2,4,4,2,3,2,4,3,3,2,3,2,1,MY,3,23,10,3,1,3
1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,MY,3,20,10,5,1,0
1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,JP,2,22,10,1,1,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MY,2,27,10,0,1,5
2,3,3,4,4,4,3,4,4,4,4,3,3,4,2,MY,3,21,10,1,1,6
1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,27,10,0,1,4
2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,MY,3,21,10,5,1,3
3,4,4,3,3,3,4,2,2,3,4,3,3,3,2,US,2,15,4,5,1,4
1,1,1,2,2,1,1,3,1,1,2,1,1,2,2,MY,3,20,10,1,1,3
2,2,2,2,1,4,4,1,2,1,4,4,3,2,1,CH,4,34,3,1,1,3
2,3,3,2,2,4,3,3,2,2,3,3,2,4,2,MY,4,24,10,4,1,7
2,2,2,2,1,2,2,1,2,2,2,4,2,2,2,MY,3,20,10,1,1,2
1,2,1,2,3,1,1,1,1,1,1,1,3,2,2,MY,2,16,10,1,1,4
3,3,1,1,2,2,2,1,2,2,2,1,1,2,2,MY,4,26,10,0,1,5
2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,MY,2,22,10,1,1,4
1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,2,22,10,5,1,4
3,2,3,2,2,3,2,1,1,2,2,2,2,3,2,MY,2,18,10,0,3,4
3,3,2,3,3,3,2,2,3,2,3,2,2,4,2,CA,2,21,1,1,1,3
3,2,2,3,3,4,1,2,2,1,3,2,1,2,2,MY,3,21,10,1,1,7
2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,MY,2,18,10,1,1,4
2,3,2,4,2,4,2,2,4,2,2,2,2,3,2,MY,3,23,10,1,1,5
3,3,2,3,2,3,2,2,3,2,2,2,2,3,2,MY,2,19,10,1,1,2
1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,SG,3,20,10,1,1,4
2,3,4,3,3,4,2,4,3,2,2,4,4,2,2,MY,3,21,10,5,1,3
3,3,3,4,4,4,4,3,4,2,3,2,3,2,1,MY,2,19,10,0,1,4
2,2,3,4,2,3,2,4,4,2,2,4,3,4,2,MY,2,24,10,1,1,4
2,2,2,4,2,2,2,4,4,4,3,3,3,4,2,MY,3,23,10,1,1,3
2,3,2,3,3,3,2,2,1,2,4,2,4,3,2,MY,1,16,10,1,1,6
1,3,2,3,1,3,1,1,2,1,2,1,2,2,2,MY,3,22,10,2,1,4
2,2,4,2,3,1,2,2,4,1,2,2,1,3,2,MY,0,18,0,0,1,5
2,3,2,1,2,1,1,2,2,2,4,2,1,1,2,MY,2,21,10,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,2,18,10,1,1,6
2,3,3,4,3,3,3,4,4,4,4,3,4,3,2,MY,3,22,10,5,1,4
3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,20,10,1,1,8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,19,10,4,1,4
4,4,4,3,3,4,4,3,4,3,4,4,4,3,2,MY,3,22,10,0,1,5
1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,MY,4,35,10,1,2,7
2,2,1,3,2,3,1,2,3,2,2,1,2,3,2,MY,3,20,10,1,1,7
1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,MY,3,20,10,0,1,8
3,4,2,4,3,4,4,2,4,1,4,2,4,1,2,MY,2,16,10,1,1,5
1,1,1,2,1,2,2,1,3,2,2,2,2,1,2,MY,2,19,10,1,1,2
1,2,1,2,2,3,3,3,1,2,2,1,2,1,2,MY,3,25,10,5,1,4
1,4,2,4,3,2,4,3,4,2,3,1,3,4,2,MY,2,24,10,1,1,4
2,3,3,2,4,3,2,4,3,3,2,2,3,2,2,MY,3,20,10,1,1,2
4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,MY,2,20,10,5,1,4
1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,MY,3,21,10,1,1,8
1,2,1,1,1,2,2,2,2,2,2,3,2,2,1,MY,3,22,10,1,1,4
1,3,3,2,2,2,2,2,3,2,2,2,2,3,1,MY,2,18,10,2,1,2
2,2,1,2,2,2,1,2,2,2,1,2,1,3,2,GB,2,14,2,1,1,2
1,3,2,3,3,1,3,2,1,2,1,2,1,3,2,MY,4,27,10,5,1,8
2,2,2,2,1,2,2,3,3,3,2,1,3,3,1,MY,3,28,1,1,1,2
2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,MY,3,25,10,1,1,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,4,23,10,1,1,5
1,2,1,3,2,1,1,1,3,2,1,1,1,2,2,MY,2,19,10,4,1,6
1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,MY,3,25,10,1,2,5
2,3,2,3,2,3,3,4,3,3,4,1,2,4,1,MY,2,18,10,3,1,3
1,1,2,1,3,1,1,4,1,1,1,2,1,2,2,MY,2,17,10,0,0,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,21,10,1,1,5
1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,MY,2,17,10,1,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,MY,3,24,10,3,1,13
2,3,1,1,3,4,2,4,2,3,4,1,2,3,2,MY,2,22,10,1,1,5
1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,MY,3,29,10,1,2,5
4,3,3,4,4,4,3,3,4,2,4,3,3,3,2,MY,3,22,10,5,1,7
3,4,3,4,3,4,4,3,3,3,4,4,4,4,2,MY,2,20,10,1,1,6
1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,MY,2,18,10,0,1,3
4,3,3,4,3,3,3,3,3,3,4,4,3,3,2,MY,2,21,10,0,1,4
2,4,4,2,4,3,2,3,3,2,2,2,3,2,1,MY,2,25,10,3,1,4
3,4,4,4,4,4,4,3,4,3,4,4,4,3,2,DE,3,20,10,0,1,7
2,4,1,4,4,4,3,4,4,4,3,2,4,3,2,MY,3,20,10,1,1,4
2,4,3,3,3,4,4,3,3,4,4,4,4,3,2,MY,2,19,10,1,1,5
4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,MY,2,15,10,1,1,5
2,2,1,2,1,2,2,1,3,1,1,2,1,3,2,MY,3,20,10,1,1,5
4,2,3,4,4,4,4,3,2,3,3,2,4,2,2,MY,4,22,10,1,1,4
1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,MY,3,21,10,4,1,4
1,2,1,2,1,2,2,1,3,1,2,1,2,3,2,MY,3,19,10,5,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,3,31,10,1,1,5
1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,MY,2,18,2,2,1,1
4,3,3,4,3,4,4,3,4,2,4,4,4,2,2,MY,2,19,10,1,1,3
3,2,1,2,1,1,1,1,2,1,1,1,2,2,1,MY,3,24,10,1,1,5
1,2,2,3,2,4,2,1,3,1,3,2,1,4,2,MY,3,27,10,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,MY,3,19,2,1,1,2
4,4,4,4,3,4,4,2,3,4,4,2,4,3,2,MY,2,17,10,2,1,2
2,2,1,2,2,2,1,2,2,2,2,1,1,4,2,MY,3,23,10,1,1,9
2,3,2,4,3,3,3,2,3,3,3,4,3,3,2,MY,2,18,10,1,1,6
1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,MY,2,18,10,1,1,5
2,2,3,1,2,2,1,2,1,2,1,1,1,1,2,MY,3,25,10,5,2,5
1,2,1,2,2,4,1,1,2,1,1,1,3,2,2,MY,1,17,10,5,2,2
1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,MY,1,16,2,2,1,3
4,3,4,4,4,4,3,3,3,4,4,4,4,4,2,MY,2,19,3,2,2,2
4,2,2,3,4,4,3,3,3,4,4,3,3,3,2,MY,2,20,10,1,1,3
2,2,4,4,4,4,4,3,2,3,3,3,4,3,2,MY,4,24,10,5,1,1
3,3,4,4,3,4,4,4,4,2,4,3,4,4,2,MY,2,17,4,2,1,6
4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,MY,2,15,10,4,1,5
2,3,3,1,1,4,3,4,4,1,1,3,1,4,1,MY,3,21,10,5,1,1
3,4,3,3,3,3,1,3,3,3,3,2,3,3,1,MY,2,17,10,0,1,6
2,4,4,1,4,3,4,4,2,4,3,4,3,4,2,MY,3,23,10,1,1,6
3,3,3,4,2,4,2,3,4,1,4,3,4,3,2,MY,3,23,10,0,1,6
4,4,4,4,4,4,4,2,2,2,4,4,4,2,2,MY,3,26,10,2,1,3
1,1,1,2,1,2,2,2,3,1,2,1,2,1,2,US,1,13,2,2,1,3
3,4,4,4,4,4,3,4,3,4,4,4,4,3,2,MY,3,22,10,1,1,9
2,2,2,2,2,4,1,2,2,2,2,2,1,3,2,MY,2,21,10,0,1,2
1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,JO,2,21,10,1,1,5
1,1,1,2,2,4,1,2,3,3,3,1,1,2,2,MY,3,23,10,1,1,6
3,2,4,3,4,3,2,4,3,4,3,3,4,3,2,HR,1,14,4,1,1,4
3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,MY,4,28,10,3,1,3
4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,MY,3,23,10,1,1,7
3,3,2,4,4,4,4,3,3,2,4,3,3,3,2,MY,2,18,10,1,1,5
2,1,1,4,2,4,4,2,3,1,2,1,2,4,1,MY,3,19,10,1,1,2
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,MY,2,18,10,1,1,0
2,2,2,2,3,3,2,3,4,2,3,2,2,2,2,MY,2,22,10,1,1,4
1,2,1,4,3,2,2,2,2,1,2,1,2,2,2,MY,2,18,10,1,1,4
1,1,1,1,3,4,1,1,1,2,4,4,2,4,2,US,1,17,12,1,1,1
4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,MY,1,15,10,1,1,4
3,3,1,3,1,3,3,1,3,2,3,2,3,3,2,MY,3,29,10,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,1,15,4,1,1,2
2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,MY,2,20,10,1,1,4
2,2,3,3,2,3,3,2,3,2,3,2,3,2,2,JP,2,23,10,1,1,3
1,3,4,3,4,4,4,4,3,3,4,4,4,3,2,MY,3,19,10,0,1,4
1,2,2,2,1,3,2,2,2,2,2,1,2,2,2,MY,3,22,10,1,1,4
2,4,3,3,4,2,4,2,4,3,3,2,4,4,2,MY,3,28,10,1,1,4
3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,MY,3,20,10,1,1,3
1,2,1,2,2,2,1,2,2,4,1,3,1,1,2,MY,2,23,10,5,1,7
1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,NZ,3,22,10,1,1,4
3,3,3,3,3,4,3,4,4,3,3,4,3,3,2,US,2,23,12,2,1,1
3,3,4,4,3,4,4,2,3,3,3,4,3,1,2,MY,3,24,10,3,1,3
4,3,3,4,4,4,4,4,4,3,4,3,4,4,2,MY,3,19,10,1,1,3
2,2,2,1,2,2,2,2,2,2,2,3,2,3,1,NZ,3,22,10,1,1,7
2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,MY,3,20,10,5,1,4
2,2,3,3,2,2,3,1,3,2,3,3,3,3,2,US,1,17,1,2,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,4,44,6,1,1,5
1,1,2,1,2,1,1,1,2,1,2,1,1,3,2,MY,3,29,10,1,2,5
2,2,2,2,1,3,2,2,2,2,2,2,2,4,2,MY,3,21,10,2,1,3
2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,MY,3,21,10,5,1,5
3,2,3,4,2,3,3,2,4,2,3,3,4,2,1,MY,3,31,10,1,1,6
1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,MY,3,18,10,1,1,5
2,3,3,3,2,3,2,2,2,2,3,3,3,2,1,US,1,14,1,1,1,2
3,4,4,4,3,4,3,3,3,3,4,3,3,3,3,US,1,14,1,2,1,4
1,2,1,1,2,1,1,3,2,1,1,1,2,2,2,MY,2,18,10,2,1,4
1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,MY,4,28,10,4,2,6
2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,MY,3,19,3,1,1,2
2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,MY,2,20,10,1,1,6
2,4,2,4,4,4,4,4,4,3,4,3,4,4,2,MY,2,18,4,5,1,4
1,2,4,3,2,4,3,2,3,3,4,3,3,2,2,MY,3,24,10,2,1,5
2,4,4,2,4,4,2,4,3,4,4,4,3,4,2,MY,3,27,10,2,1,4
3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,MY,3,20,10,5,1,4
1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,MY,2,18,10,1,1,4
3,4,3,4,3,3,2,2,4,3,3,4,3,4,2,MY,3,21,10,1,1,4
1,3,2,2,1,3,2,1,3,1,2,2,1,2,1,MY,2,20,3,1,1,3
4,4,4,4,4,4,3,4,4,4,4,2,4,2,2,MY,3,25,10,1,1,3
3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,US,1,14,1,2,1,3
4,2,4,2,2,4,3,4,1,3,3,3,4,3,1,ID,3,24,6,2,1,2
2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,MY,2,18,10,1,1,0
2,3,3,2,3,4,2,2,2,3,3,3,1,3,2,MY,3,20,10,1,1,3
3,4,3,4,4,4,3,2,4,1,2,2,2,2,1,MY,2,18,10,2,1,5
3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,MY,3,22,10,1,1,1
2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,MY,3,20,10,1,1,6
1,3,2,1,2,3,2,2,1,3,2,2,2,3,1,GB,2,24,10,1,1,5
1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,MY,3,25,10,1,1,4
1,1,2,2,1,1,2,2,3,2,2,2,2,1,2,BN,3,25,10,0,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,25,10,0,1,4
1,1,2,2,2,4,3,1,1,1,2,2,3,2,2,MY,4,21,10,1,1,3
1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,JP,3,20,2,3,1,3
2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,MY,2,20,10,5,1,3
1,2,2,2,2,2,2,2,1,1,3,2,2,2,1,MY,4,27,10,1,1,4
2,1,2,2,2,2,1,3,2,2,3,1,2,2,2,MY,3,21,3,2,1,3
3,1,1,2,2,2,2,4,1,4,1,1,1,3,2,MY,2,21,10,0,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MY,2,20,10,1,1,4
1,2,2,3,1,4,3,2,3,2,4,2,3,2,2,MY,2,18,10,2,1,5
4,2,3,3,4,3,3,2,3,2,3,4,3,3,2,MY,3,21,10,1,1,4
1,1,3,3,1,1,1,1,1,1,3,1,1,1,2,MY,2,20,10,0,1,4
3,3,4,4,4,4,4,2,4,3,4,3,4,3,2,MY,3,22,10,0,1,4
4,4,2,4,2,2,4,4,4,4,4,4,4,4,2,MY,3,25,10,1,1,5
2,4,2,3,3,3,2,2,4,3,4,3,3,2,2,MY,2,19,10,1,1,3
1,4,2,1,2,2,2,2,2,1,1,1,1,1,2,MY,3,23,10,1,1,4
2,2,3,3,2,3,4,2,4,3,2,3,3,4,2,MY,2,17,10,2,1,2
4,3,4,4,2,4,3,3,3,4,3,2,4,1,2,MY,3,21,10,2,1,1
3,4,4,2,3,4,4,2,4,4,4,4,3,4,2,MY,1,17,10,1,1,3
2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,MY,3,18,8,1,1,2
1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,MY,2,15,10,0,1,5
